"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";;;;
"1773705286584508434,""Fri Mar 29 13:34:28 +0000 2024"",""0"",""5 Poin Pembelaan Kubu Prabowo-Gibran di Sidang Sengketa Pilpres MK https://t.co/ANuWwnAKXB"",""1773705286584508434"","""","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/Wiligis_W11/status/1773705286584508434"",""1076441484692312065"",""Wiligis_W11""";;;;
"1773632513115590788,""Fri Mar 29 13:29:07 +0000 2024"",""5"",""@RomiSuparman_ @AnKiiim_ Wis biasa pengalihan isu gugatan sengketa pilpres"",""1773703937591496941"","""",""RomiSuparman_"",""in"","""",""0"",""1"",""1"",""https://twitter.com/AnemHeritage/status/1773703937591496941"",""1604726981416714240"",""AnemHeritage""";;;;
"1773703141135200565,""Fri Mar 29 13:25:57 +0000 2024"",""0"",""Part #5 Pers Release Tim Hukum Ganjar-Mahfud setelah Sidang perdana gugatan sengketa PHPU Pilpres 2024 Todung : Untuk masa depan demokrasi Indonesia yang bermartabat #jurdil #demokrasi #pemilu2024 #pilpres2024 #hakangket #mahkamahkonstitusi https://t.co/zbP3FSombx"",""1773703141135200565"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/degepedelapan/status/1773703141135200565"",""1647633265149497344"",""degepedelapan""";;;;
"1773702692201984012,""Fri Mar 29 13:24:10 +0000 2024"",""0"",""Part #3 Sidang perdana gugatan sengketa PHPU Presiden 2024 Annisa Ismail mengatakan ada 3 dugaan indikasi nepotisme yang melancarkan Gibran ikut Pilpres 2024 Jakarta Rabu 27 Maret 2024 #demokrasi #pemilu2024 #pilpres2024 #mahkamahkonstitusi https://t.co/jXRKgYkCc9"",""1773702692201984012"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/degepedelapan/status/1773702692201984012"",""1647633265149497344"",""degepedelapan""";;;;
"1773702686355202049,""Fri Mar 29 13:24:08 +0000 2024"",""565"",""Sengketa Pilpres 2024 Tim Hukum Anies-Muhaimin Paparkan Kampanye Terselubung Jokowi https://t.co/gIV7cTQc7Q #TempoNasional"",""1773702686355202049"","""","""",""in"",""Indonesia"",""2"",""14"",""221"",""https://twitter.com/tempodotco/status/1773702686355202049"",""18129942"",""tempodotco""";;;;
"1773652345009959137,""Fri Mar 29 13:23:40 +0000 2024"",""1"",""@KompasTV Ngga tau malu...pilpres juga masih dlm sengketa di MK ini partai merasa menang dgn paslon 02 kerjanya apa ...."",""1773702567043960923"","""",""KompasTV"",""in"",""Kota Bukittinggi, Sumbar"",""0"",""0"",""0"",""https://twitter.com/Zofr4iW3nK/status/1773702567043960923"",""1738956829332508673"",""Zofr4iW3nK""";;;;
"1773702399909408920,""Fri Mar 29 13:23:00 +0000 2024"",""0"",""Part #2 Sidang perdana gugatan sengketa PHPU Presiden 2024 Todung Mulya Lubis: Pilpres 2024 Hanya Teatrikal Belaka Akibat Dugaan Nepotisme Jokowi Jakarta Rabu 27 Maret 2024 #demokrasi #pemilu2024 #pilpres2024 #mahkamahkonstitusi https://t.co/XlhcZ9nUjC"",""1773702399909408920"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/degepedelapan/status/1773702399909408920"",""1647633265149497344"",""degepedelapan""";;;;
"1773702129670381999,""Fri Mar 29 13:21:56 +0000 2024"",""0"",""Part #1 Sidang perdana gugatan sengketa perselisihan hasil pemilihan umum (PHPU) Presiden 2024 Ganjar-Mahfud Menyampaikan Gugatan Hasil Pilpres Jakarta Rabu 27 Maret 2024 #jurdil #demokrasi #pemilu2024 #pilpres2024 #hakangket #mahkamahkonstitusi https://t.co/XlhcZ9nUjC"",""1773702129670381999"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/degepedelapan/status/1773702129670381999"",""1647633265149497344"",""degepedelapan""";;;;
"1773699483546571104,""Fri Mar 29 13:11:25 +0000 2024"",""0"",""Sengketa Pilpres: Kuasa Paslon 02 Hanya Bertahan dengan Teks dan Pasal Hukum sebagai Mayat https://t.co/UXMhDs28Va"",""1773699483546571104"","""","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/BeritakanID_com/status/1773699483546571104"",""1512483442600341505"",""BeritakanID_com""";;;;
"1773699027626070258,""Fri Mar 29 13:09:36 +0000 2024"",""57"",""MK Buka Kans Hadirkan Menteri Jokowi di Sidang Sengketa Pilpres Begini Respons Tim Hukum 02 https://t.co/IoIva8xG04"",""1773699027626070258"","""","""",""in"",""Indonesia"",""0"",""0"",""17"",""https://twitter.com/KompasTV/status/1773699027626070258"",""71436318"",""KompasTV""";;;;
"1773697655073648804,""Fri Mar 29 13:04:09 +0000 2024"",""711"",""Ketua Mahkamah Konstitusi saat ini dijabat oleh Suhartoyo. Bivitri Susanti optimistis MK bisa menghasilkan putusan yang progresif dalam sengketa Pilpres 2024. #newsupdate #update #news #text https://t.co/Yui3K2gKrt"",""1773697655073648804"","""","""",""in"","""",""6"",""9"",""186"",""https://twitter.com/kumparan/status/1773697655073648804"",""759692754985242625"",""kumparan""";;;;
"1773697543991337400,""Fri Mar 29 13:03:42 +0000 2024"",""161"",""AMIN Minta MK Hadirkan 4 Menteri Jadi Saksi Sidang Sengketa Pilpres https://t.co/Wxp3h93uWX"",""1773697543991337400"","""","""",""in"","""",""2"",""10"",""22"",""https://twitter.com/CNNIndonesia/status/1773697543991337400"",""17128975"",""CNNIndonesia""";;;;
"1773695100352426496,""Fri Mar 29 12:54:00 +0000 2024"",""1"",""Sidang perdana gugatan Pilpres 2024 telah dimulai. Mahkamah Konstitusi punya waktu 14 hari untuk membuat putusan. Apa saja fakta-fakta sengketa Pilpres 2024? Saksikan #PopNewsKompasTV besok pkl 09.45 WIB di KompasTV! : https://t.co/rUTSoY8ekA https://t.co/KE8ZcXyfFH"",""1773695100352426496"",""https://pbs.twimg.com/media/GJ1AF_TbQAAgzzT.jpg"","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/KompasTV/status/1773695100352426496"",""71436318"",""KompasTV""";;;;
"1773693482999136524,""Fri Mar 29 12:47:34 +0000 2024"",""10"",""303 GURU BESAR DAN AKADEMISI SURATI MK MINTA HAKIM TAK CUMA URUSI JUMLAH SUARA SENGKETA PILPRES....‼️ #JokowiNoMoreAniesForever #JokowiNoMoreAniesForever 🆘🆗 https://t.co/Co2aEp1QSy"",""1773693482999136524"","""","""",""in"","""",""1"",""1"",""11"",""https://twitter.com/PngAdilnR4kyt/status/1773693482999136524"",""1630749805734678529"",""PngAdilnR4kyt""";;;;
"1773692608508039258,""Fri Mar 29 12:44:06 +0000 2024"",""937"",""Menurut pakar hukum tata negara Feri Amsari kesaksian empat menteri pada sidang sengketa pilpres penting untuk mengungkap dugaan politisasi bansos. https://t.co/mrKxqI2Y50"",""1773692608508039258"","""","""",""in"",""Jakarta"",""3"",""26"",""278"",""https://twitter.com/kompascom/status/1773692608508039258"",""23343960"",""kompascom""";;;;
"1773690325959074116,""Fri Mar 29 12:35:01 +0000 2024"",""0"",""KPU Tunjuk HICON Law and Policy Strategies Hadapi PHPU di MK KPU sudah mulai menyiapkan bukti dan... #NewsUpdate #Pemilu2024 #KPU #PHPU #SengketaPemilu #SengketaPilpres #HICONLawandPolicyStrategies https://t.co/0Oprplh3t7"",""1773690325959074116"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/arahkitamedia_/status/1773690325959074116"",""1741804247933665280"",""arahkitamedia_""";;;;
"1773689993770172496,""Fri Mar 29 12:33:42 +0000 2024"",""0"",""SENGKETA PILPRES 2024 #jpmtv #shorts https://t.co/CnJIfoMkE1 via @YouTube"",""1773689993770172496"","""","""",""in"",""Jakarta Capital Region"",""0"",""0"",""0"",""https://twitter.com/jpmtelevisi/status/1773689993770172496"",""3315570751"",""jpmtelevisi""";;;;
"1773688200718090731,""Fri Mar 29 12:26:35 +0000 2024"",""0"",""Respons Airlangga soal Diminta Jadi Saksi di Sidang Sengketa Pilpres di MK. #newsupdate #update #news #text https://t.co/qesVGfvv1o"",""1773688200718090731"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/kumparan/status/1773688200718090731"",""759692754985242625"",""kumparan""";;;;
"1773685224313942223,""Fri Mar 29 12:14:45 +0000 2024"",""0"",""Potret Sengketa Pilpres 2024 Dua Kubu Lawan Satu Siapa Menang? https://t.co/Gm3G2g7VpZ #potret #sengketa #pilpres #dua #Kubu #lawan"",""1773685224313942223"","""","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/Jurnalpatroli_/status/1773685224313942223"",""1507307226058223618"",""Jurnalpatroli_""";;;;
"1773683947366404172,""Fri Mar 29 12:09:41 +0000 2024"",""0"",""Guru Besar Dari Segala Universitas di Indonesia Mengajukan Amicus Curia Ke Mahkamah Konstitusi terkait sengketa Pilpres 2024 https://t.co/1OQ9PlYC0u https://t.co/XDpdBtch1S"",""1773683947366404172"",""https://pbs.twimg.com/media/GJ1kJnUaQAAydMh.jpg"","""",""in"",""Surga / Neraka 🧟👽🪽"",""0"",""0"",""0"",""https://twitter.com/bejosps/status/1773683947366404172"",""321357041"",""bejosps""";;;;
"1773682789356814710,""Fri Mar 29 12:05:05 +0000 2024"",""0"",""Istana Pastikan Akan Terlibat di Sidang Sengketa Pilpres"",""1773682789356814710"","""","""",""in"",""Jakarta Capital Region, Indone"",""0"",""0"",""0"",""https://twitter.com/yakult_cholee/status/1773682789356814710"",""120135782"",""yakult_cholee""";;;;
"1773470515518444031,""Fri Mar 29 12:01:14 +0000 2024"",""0"",""@ClimbingGuy3000 @yunantyo_yas @YungKenReds @CNNIndonesia Pemilu emang pemungutan suara demokrasi sendiri tentang peranan rakyat dalam menentukan pemerintah. Ya demokrasi bukan hanya coblosan tapi sengketa pilpres yang tentang coblosan."",""1773681823249236023"","""",""ClimbingGuy3000"",""in"","""",""0"",""0"",""0"",""https://twitter.com/kontolisation/status/1773681823249236023"",""1675304526906298368"",""kontolisation""";;;;
"1773681522844811719,""Fri Mar 29 12:00:03 +0000 2024"",""0"",""Cak Imin Didorong Maju Pilgub Jatim PKB: Dia Lagi Fokus Kawal Sengketa Pilpres https://t.co/nEd7HKyyQF"",""1773681522844811719"","""","""",""in"",""Jakarta Pusat, DKI Jakarta"",""0"",""0"",""0"",""https://twitter.com/SINDOnews/status/1773681522844811719"",""231355136"",""SINDOnews""";;;;
"1773678887211577828,""Fri Mar 29 11:49:34 +0000 2024"",""4"",""Sidang perdana gugatan Pilpres 2024 telah dimulai. Mahkamah Konstitusi punya waktu 14 hari untuk membuat putusan. Apa saja fakta-fakta sengketa Pilpres 2024? Saksikan #PopNewsKompasTV besok pkl 09.45 WIB di KompasTV! : https://t.co/rUTSoY8ekA https://t.co/JHM4HTTOIE"",""1773678887211577828"",""https://pbs.twimg.com/media/GJ1AF_TbQAAgzzT.jpg"","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/KompasTV/status/1773678887211577828"",""71436318"",""KompasTV""";;;;
"1773328409814286762,""Fri Mar 29 11:34:15 +0000 2024"",""0"",""@titiansenj10401 Lha kalau gak gugat sengketa pilpres ngapain ke MK?. "",""1773675031710543960"","""",""titiansenj10401"",""in"","""",""0"",""0"",""0"",""https://twitter.com/BukanSarjana23/status/1773675031710543960"",""1762668736778276865"",""BukanSarjana23""";;;;
"1773674547859869800,""Fri Mar 29 11:32:20 +0000 2024"",""31"",""Tim Ganjar Dukung AMIN Soal Mensos &amp";" Menkeu di Sidang Sengketa Pilpres https://t.co/3pY5ymCV4j"",""1773674547859869800"","""","""",""in"","""",""0"",""2"",""1"",""https://twitter.com/CNNIndonesia/status/1773674547859869800"",""17128975"",""CNNIndonesia""";;;
"1772842843352224108,""Fri Mar 29 11:18:32 +0000 2024"",""0"",""@aniesbaswedan Klo pengalaman sebelumnya kasus sengketa pilpres di MK memang kecurangan itu selalu terungkap tapi tetap hasilnya tdk memuaskan... yg di menangkan pelaku kecurangan... Semoga kali ini MK berani mengambil keputusan yg adil..."",""1773671076456739161"","""",""aniesbaswedan"",""in"",""Perum Pratiwi Residence. Maros"",""0"",""0"",""0"",""https://twitter.com/aman99316601/status/1773671076456739161"",""742596036443570176"",""aman99316601""";;;;
"1773671037324132818,""Fri Mar 29 11:18:23 +0000 2024"",""2"",""Alasan Tim Hukum Amin Minta Airlangga Tri Risma hingga Sri Mulyani Jadi Saksi Sengketa Pilpres https://t.co/HZgZXlo2H1"",""1773671037324132818"","""","""",""in"",""Indonesia"",""0"",""1"",""1"",""https://twitter.com/KompasTV/status/1773671037324132818"",""71436318"",""KompasTV""";;;;
"1773670269355212859,""Fri Mar 29 11:15:20 +0000 2024"",""1"",""Prof @Yusrilihza_Mhd dan Prof @mohmahfudmd Saling balas pantun di sidang sengketa pilpres 2024. Tapi keduanya sama sama bicara tujuan sengketa Pilpres 2024. Lalu siapa yang benar? Saksikan di #bersatukawalpemilu #pilpres2024 https://t.co/D253nweprG"",""1773670269355212859"","""","""",""in"",""Jakarta"",""0"",""1"",""1"",""https://twitter.com/Beritasatu/status/1773670269355212859"",""154102750"",""Beritasatu""";;;;
"1773550947685314580,""Fri Mar 29 11:10:27 +0000 2024"",""0"",""@Toriq_dutya @PIUL_weld @PartaiSocmed @officialMKRI kebenaran itu universal. sila dibawa ke @officialMKRI . liat itu BW kesulitan menghadirkan alat bukti yg tdk berlandaskan pada asumsi. bantu lah dia BW sdh 2 kali kalah sengketa Pilpres di @officialMKRI . dan 2024 ini akan jd yg ke 3 buat BW "",""1773669043821490499"","""",""fortisfortuna_9"",""in"",""Kurusetra"",""0"",""2"",""0"",""https://twitter.com/fortisfortuna_9/status/1773669043821490499"",""2281694042"",""fortisfortuna_9""";;;;
"1773666996518846716,""Fri Mar 29 11:02:19 +0000 2024"",""0"",""Potret Sengketa Pilpres 2024 Dua Kubu Lawan Satu Siapa Menang? https://t.co/ymgqf3Ylmx"",""1773666996518846716"","""","""",""in"",""Tuban, Jawa Timur"",""0"",""0"",""0"",""https://twitter.com/sibernkri/status/1773666996518846716"",""1695172854013382659"",""sibernkri""";;;;
"1773666416367194287,""Fri Mar 29 11:00:01 +0000 2024"",""0"",""Tim Hukum AMIN Ari Yusuf Amir meminta agar Mensos Tri Rismaharini dan Menkeu Sri Mulyani dihadirkan sebagai saksi dalam sidang sengketa Pilpres. Mau tau selengkapnya? Yuk simak informasinya di https://t.co/knaa7gNgx7 #TimHukumAMIN #MahkamahKonstitusi #Menkeu #Mensos"",""1773666416367194287"","""","""",""in"",""DKI Jakarta"",""0"",""0"",""0"",""https://twitter.com/faktacom_/status/1773666416367194287"",""1664572693180747777"",""faktacom_""";;;;
"1773664952919670815,""Fri Mar 29 10:54:12 +0000 2024"",""172"",""Kata Hotman paris hutapea pengacara tajir melintir ckp satu paragraf menjwb gugatan sengketa pilpres. Faktanya klen byk cakap di persidangan. Cemana sik bos! "",""1773664952919670815"","""","""",""in"",""Bekasi - Indonesia"",""0"",""3"",""37"",""https://twitter.com/bachrum_achmadi/status/1773664952919670815"",""105085302"",""bachrum_achmadi""";;;;
"1773663853613629688,""Fri Mar 29 10:49:50 +0000 2024"",""60"",""Sengketa Pilpres: Kuasa Paslon 02 Hanya Bertahan dengan Teks dan Pasal Hukum sebagai Mayat https://t.co/twOBwD0APK"",""1773663853613629688"","""","""",""in"","""",""0"",""0"",""31"",""https://twitter.com/OposisiCerdas/status/1773663853613629688"",""887743587579944960"",""OposisiCerdas""";;;;
"1773659907071356964,""Fri Mar 29 10:34:09 +0000 2024"",""0"",""Menteri dan oknum perwira ramai menolak jadi saksi sidang sengketa pilpres kalau rakyat biasa yang menolak pasti dianggap tidak kooperatif terhadap hukum"",""1773659907071356964"","""","""",""in"",""Camba, Indonesia"",""0"",""0"",""0"",""https://twitter.com/AD_PS08/status/1773659907071356964"",""1540365569593348096"",""AD_PS08""";;;;
"1773655990397030842,""Fri Mar 29 10:18:35 +0000 2024"",""0"",""[FULL] Kubu Prabowo-Gibran Bawaslu dan KPU Jawab Gugatan Anies-Ganjar di Sidang Sengketa Pilpres https://t.co/Fx6fmaVmtm"",""1773655990397030842"","""","""",""in"",""Indonesia"",""0"",""1"",""0"",""https://twitter.com/KompasTV/status/1773655990397030842"",""71436318"",""KompasTV""";;;;
"1773654141786550555,""Fri Mar 29 10:11:14 +0000 2024"",""0"",""Namanya Diseret dalam Sidang Sengketa Pilpres Presiden Jokowi: Saya Gak... https://t.co/2d3tITQFUr lewat @YouTube"",""1773654141786550555"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/literally_Rich8/status/1773654141786550555"",""1722232212484235264"",""literally_Rich8""";;;;
"1773651324753657925,""Fri Mar 29 10:00:03 +0000 2024"",""1"",""Tim hukum kubu 01 dan 03 sepakat meminta majelis hakim Mahkamah Konstitusi untuk menghadirkan para menteri Jokowi sebagai saksi dalam sidang sengketa Pilpres 2024. Para menteri tersebut adalah Menkeu Mensos Menko Perekonomian dan Mendag. https://t.co/ns6OyEQkD6 https://t.co/DEGuQbGfdQ"",""1773651324753657925"",""https://pbs.twimg.com/media/GJ0noJJbUAAEA2j.jpg"","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/CNNIDdaily/status/1773651324753657925"",""3306771829"",""CNNIDdaily""";;;;
"1773650342451749259,""Fri Mar 29 09:56:09 +0000 2024"",""0"",""KPU: Andai Anies Menang Pilpres Apa Iya Keikutsertaan Gibran Masih Dipersoalkan? https://t.co/pcsU1ud1Cz #NewsUpdate #sengketapilpres #KPURI #MK #Pilpres2024 https://t.co/63obW3ANLL"",""1773650342451749259"",""https://pbs.twimg.com/media/GJ1FlPGa0AAR9yY.jpg"","""",""in"",""Jakarta Pusat"",""0"",""0"",""0"",""https://twitter.com/officialntv_/status/1773650342451749259"",""1465529152136568833"",""officialntv_""";;;;
"1773648336123219994,""Fri Mar 29 09:48:10 +0000 2024"",""0"",""2 5 tahun jadi jurnalis baru ngerasain capeknya di satu bulan belakangan kena liputan rekapitulasi suara di kpu yang stenbai dari pagi baru balik tengah malem. Ditambah sekarang sidang sengketa pilpres yang mulai dari pagi balik tengah malem lagi. Jam tidur kurang "",""1773648336123219994"","""","""",""in"",""Waterfall"",""0"",""0"",""0"",""https://twitter.com/kurscobain/status/1773648336123219994"",""270224958"",""kurscobain""";;;;
"1773648080350421489,""Fri Mar 29 09:47:09 +0000 2024"",""0"",""BANSOS DEPAN ISTANA DI GUGAT JOKOWI DISERET PADA SENGKETA PILPRES";" SEKA... https://t.co/lMznfkT3w4 lewat @YouTube"",""1773648080350421489"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/literally_Rich8/status/1773648080350421489"",""1722232212484235264"",""literally_Rich8""";;;
"1773647578497945938,""Fri Mar 29 09:45:10 +0000 2024"",""1"",""MK Pertimbangkan Panggil 4 Menteri Jadi Saksi Sidang Sengketa Pilpres https://t.co/48MSzK1vfK"",""1773647578497945938"","""","""",""in"",""Jakarta"",""0"",""0"",""0"",""https://twitter.com/KATADATAcoid/status/1773647578497945938"",""552523769"",""KATADATAcoid""";;;;
"1773643764235403385,""Fri Mar 29 09:30:00 +0000 2024"",""2"",""Otto Hasibuan menilai permohonan memanggil Menteri Keuangan Sri Mulyani dan Menteri Sosial Tri Rismaharini dalam sidang sengketa Pilpres tidak perlu https://t.co/7CBz2Pj0Xi"",""1773643764235403385"","""","""",""in"","""",""0"",""6"",""0"",""https://twitter.com/detikcom/status/1773643764235403385"",""69183155"",""detikcom""";;;;
"1773642480207999436,""Fri Mar 29 09:24:54 +0000 2024"",""0"",""Tim Pemenangan Nasional (TPN) Ganjar-Mahfud menambah 15 kontainer bukti permohonan untuk sengketa Pilpres 2024. #KawalDemokrasiMK https://t.co/v2scapJ5OZ"",""1773642480207999436"","""","""",""in"",""Jakarta, Indonesia"",""0"",""0"",""0"",""https://twitter.com/GesuriID/status/1773642480207999436"",""584835300"",""GesuriID""";;;;
"1773641816828784877,""Fri Mar 29 09:22:16 +0000 2024"",""0"",""Ganjar-Mahfud Siapkan 8 Saksi Ahli di Sidang Sengketa Pilpres di MK https://t.co/U7N9OOLcki"",""1773641816828784877"","""","""",""in"",""Kalimantan Barat, Indonesia"",""0"",""0"",""0"",""https://twitter.com/lewispoolilies/status/1773641816828784877"",""731672915394101249"",""lewispoolilies""";;;;
"1773641085085983103,""Fri Mar 29 09:19:21 +0000 2024"",""0"",""Calon presiden nomor urut 03 Ganjar Pranowo menyampaikan gugatannya terhadap sengketa hasil Pilpres 2024 lebih sistematis dari gugatan Anies Baswedan-Muhaimin Iskandar. #KawalDemokrasiMK https://t.co/FwUIt9s2Uv"",""1773641085085983103"","""","""",""in"",""Jakarta, Indonesia"",""0"",""0"",""0"",""https://twitter.com/GesuriID/status/1773641085085983103"",""584835300"",""GesuriID""";;;;
"1773640735734042805,""Fri Mar 29 09:17:58 +0000 2024"",""0"",""Sidang Sengketa Pilpres."",""1773640735734042805"","""","""",""in"",""Indonesia "",""0"",""0"",""0"",""https://twitter.com/squashdel/status/1773640735734042805"",""1499943718865936386"",""squashdel""";;;;
"1773637053739061565,""Fri Mar 29 09:03:20 +0000 2024"",""1"",""Permintaan Sri Mulyani dan Tri Rismaharini Jadi Saksi Dalam Sidang Sengketa Pilpres 2024 Dipertimbangkan oleh Mahkamah Konstitusi https://t.co/K585FV7seb https://t.co/jWjdDBZhcQ"",""1773637053739061565"",""https://pbs.twimg.com/media/GJ05fmebYAA7RAY.jpg"","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/KabarNgetren/status/1773637053739061565"",""444928010"",""KabarNgetren""";;;;
"1773267979087888655,""Fri Mar 29 09:02:51 +0000 2024"",""3"",""@yulienn23 @WayssAll @CNNIndonesia Sebenarnya saat MKMK berhentikan ketua MK paman Usman sdh ada permintaan utk koreksi kasus tsb...tapi ketua MKMK bilang ini bisa ganggu jadwal pelaksanaan pemilu...dan sarannya ya ikuti saja pilpres sesuai jadwal nanti khan bisa di proses sengketa hasil pilpresnya..."",""1773636931106013367"","""",""yulienn23"",""in"",""Following the path of P-wave"",""0"",""0"",""0"",""https://twitter.com/AW_astono/status/1773636931106013367"",""195333272"",""AW_astono""";;;;
"1773555219344904608,""Fri Mar 29 08:56:43 +0000 2024"",""0"",""@nialubis_ ya trus gaungkan hukuman sosial buat para rampok uang negara. Semoga bukan pengalihan isu sengketa pilpres. Klo hukuman koruptor gk berat apakah udah tergadai nih negeri sama yg berduit? Tapi emang duitnya halal?"",""1773635387228930544"","""",""nialubis_"",""in"","""",""0"",""0"",""0"",""https://twitter.com/AndroMe23/status/1773635387228930544"",""1672929781606940673"",""AndroMe23""";;;;
"1773629458903122180,""Fri Mar 29 08:33:10 +0000 2024"",""0"",""AKUI SALAH Ucap saat Beri Pernyataan di Sedang Sengketa Pilpres Mahfud ... https://t.co/2ZbsgLLBOV lewat @YouTube https://t.co/VR3M50fmRE"",""1773629458903122180"",""https://pbs.twimg.com/media/GJ0yltCbUAEIqY2.jpg"","""",""in"",""Banten"",""0"",""0"",""0"",""https://twitter.com/tribunbanten/status/1773629458903122180"",""1243113157066776576"",""tribunbanten""";;;;
"1773629127465005319,""Fri Mar 29 08:31:51 +0000 2024"",""3"",""Baca ini bro sejauh mana kewenangan MK dalam memutuskan sengketa pemilu ? Dan lihat juga bagaimana keputusan Bawaslu menyikapi hasil pilpres ? Lalu kalau dugaan kecurangan yg dianggap TSM dibawa ke MK jadi sia-sia dong bro karena itu bukan kewenangan MK tapi kewenangan Bawaslu ? https://t.co/MNtyB65Eil"",""1773629127465005319"",""https://pbs.twimg.com/media/GJ0ySoxa0AARmwx.jpg"","""",""in"",""Bumiayu, Indonesia"",""0"",""0"",""2"",""https://twitter.com/sukardiyahya162/status/1773629127465005319"",""1539724674749579265"",""sukardiyahya162""";;;;
"1773628620675887116,""Fri Mar 29 08:29:50 +0000 2024"",""118"",""Gugatan Halu Pecundang | Kalah terhormat mungkin itu ungkapan yang menjadi satu²nya prestasi yg sedang di perjuangkan Paslon 01 &amp";" 03 dlm sengketa pilpres 2024 namun keliru krn menggunakan cara² yang tidak baik seperti berbohong merasa benar dan merendahkan orang lain. Knp bisa https://t.co/h0tNfvBjrV"",""1773628620675887116"",""https://pbs.twimg.com/ext_tw_video_thumb/1773628366278770688/pu/img/iU5iE9_mMWdjTmaB.jpg"","""",""in"",""ℭιяۼвση, ⦕ ĵαωα Ƀαᴚαт ™ ⦖"",""1"",""15"",""75"",""https://twitter.com/roman_paqr/status/1773628620675887116"",""3103394935"",""roman_paqr""";;;
"1773627322811265094,""Fri Mar 29 08:24:40 +0000 2024"",""2"",""Yaaa yang dilakukan tim Anies-Muhaimin dan Ganjar-Mahfud di MK itu bagian dari demokrasi. Bukan soal menang atau kalah tapi soal bagaimana menyelesaikan persoalan sengketa seperti Hasil Pilpres itu di lembaga yang semestinya."",""1773627322811265094"","""","""",""in"","""",""1"",""1"",""3"",""https://twitter.com/jugkr/status/1773627322811265094"",""1622904506"",""jugkr""";;;;
"1773625812853424571,""Fri Mar 29 08:18:40 +0000 2024"",""1"",""Fachrul Razi sakit hati dipecat dari menteri Din Syamsuddin sakit hati tidak ikut dipakai di Wantimpres Ikut Demo Sengketa Pilpres di Patung Kuda Barisan sakit hati jadi provokator https://t.co/vMfCqsLUSe"",""1773625812853424571"","""","""",""in"","""",""0"",""0"",""1"",""https://twitter.com/jari_droid/status/1773625812853424571"",""1486631613932834819"",""jari_droid""";;;;
"1773625719777628233,""Fri Mar 29 08:18:18 +0000 2024"",""0"",""Tetap fokus kawal sengketa pilpres di MK "",""1773625719777628233"","""","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://twitter.com/frans_natadi/status/1773625719777628233"",""1607201203917828098"",""frans_natadi""";;;;
"1773624279323865485,""Fri Mar 29 08:12:35 +0000 2024"",""2"",""Ganjar-Mahfud Siapkan 8 Saksi Ahli di Sidang Sengketa Pilpres di MK https://t.co/HOxvl5Astl #TempoNasional"",""1773624279323865485"","""","""",""in"",""Indonesia"",""0"",""1"",""0"",""https://twitter.com/tempodotco/status/1773624279323865485"",""18129942"",""tempodotco""";;;;
"1773623960015610092,""Fri Mar 29 08:11:19 +0000 2024"",""33"",""Kubu Ganjar dan Anies meminta izin kepada hakim MK untuk menghadirkan sejumlah menteri pada sidang sengketa hasil Pilpres 2024 dalam sidang lanjutan di gedung MK Jakarta Kamis (28/3/2024). Menanggapi hal itu Anggota Tim Pembela Prabowo-Gibran yakni Otto Hasibuan menanggapi https://t.co/A73qEnLeIQ"",""1773623960015610092"",""https://pbs.twimg.com/ext_tw_video_thumb/1773623834530414592/pu/img/HtstIwuT1hMzRu-K.jpg"","""",""in"",""DKI Jakarta, Indonesia"",""0"",""5"",""9"",""https://twitter.com/dekade_08/status/1773623960015610092"",""1576913175227748352"",""dekade_08""";;;;
"1773622956268093791,""Fri Mar 29 08:07:19 +0000 2024"",""0"",""‍️Tiga paslon peserta Pilpres 2024 bakal 'tarung' dalam sidang sengketa perselisihan hasil pemilihan umum (PHPU) di Mahkamah Konstitusi (MK). Ketiga kubu membentuk timnya masing-masing. Sejumlah advokat top di Indonesia ditunjuk untuk beri pembelaan di MK. Siapa saja? https://t.co/Tv6lRLoK6a"",""1773622956268093791"",""https://pbs.twimg.com/media/GJ0sq2sb0AA7gAq.jpg"","""",""in"","""",""0"",""0"",""1"",""https://twitter.com/inilahdotcom/status/1773622956268093791"",""46693036"",""inilahdotcom""";;;;
